row_id,segment_kmeans_6
500,5
501,3
502,3
503,2
504,2
505,3
506,2
507,0
508,1
509,4
510,3
511,3
512,1
513,1
514,0
515,0
516,1
517,3
518,1
519,1
520,1
521,1
522,3
523,0
524,3
525,4
526,1
527,1
528,1
529,0
530,0
531,0
532,0
533,1
534,4
535,1
536,0
537,0
538,3
539,2
540,5
541,0
542,3
543,1
544,4
545,5
546,1
547,2
548,5
549,2
550,1
551,4
552,0
553,2
554,5
555,1
556,5
557,1
558,3
559,3
560,0
561,1
562,4
563,3
564,1
565,0
566,0
567,1
568,2
569,2
570,4
571,0
572,1
573,0
574,0
575,1
576,1
577,1
578,2
579,0
580,3
581,2
582,1
583,1
584,2
585,0
586,1
587,0
588,0
589,5
590,4
591,0
592,3
593,1
594,0
595,1
596,0
597,2
598,3
599,1
600,3
601,2
602,5
603,0
604,1
605,0
606,3
607,2
608,1
609,3
610,3
611,3
612,2
613,0
614,1
615,2
616,2
617,4
618,3
619,1
620,3
621,0
622,4
623,4
624,3
625,0
626,0
627,1
628,0
629,4
630,1
631,0
632,3
633,0
634,2
635,1
636,2
637,5
638,0
639,1
640,3
641,1
642,0
643,0
644,4
645,0
646,0
647,4
648,1
649,1
650,2
651,1
652,1
653,4
654,1
655,2
656,3
657,3
658,1
659,3
660,5
661,1
662,2
663,1
664,1
665,3
666,3
667,5
668,0
669,3
670,1
671,1
672,0
673,2
674,0
675,3
676,4
677,1
678,2
679,1
680,1
681,2
682,4
683,0
684,3
685,1
686,4
687,1
688,0
689,3
690,0
691,1
692,0
693,3
694,2
695,1
696,3
697,2
698,3
699,0
700,4
701,0
702,1
703,0
704,0
705,2
706,3
707,2
708,1
709,2
710,1
711,3
712,3
713,5
714,2
715,2
716,2
717,1
718,3
719,3
720,3
721,2
722,0
723,2
724,1
725,2
726,4
727,0
728,0
729,0
730,4
731,1
732,3
733,0
734,0
735,4
736,1
737,1
738,1
739,5
740,3
741,1
742,3
743,3
744,2
745,2
746,1
747,0
748,0
749,2
750,2
751,0
752,4
753,1
754,3
755,2
756,1
757,2
758,3
759,2
760,2
761,2
762,2
763,0
764,2
765,0
766,0
767,2
768,3
769,1
770,2
771,1
772,0
773,2
774,1
775,4
776,4
777,2
778,1
779,2
780,5
781,2
782,1
783,1
784,2
785,0
786,1
787,4
788,0
789,3
790,2
791,0
792,0
793,1
794,2
795,1
796,2
797,1
798,0
799,2
800,4
801,3
802,5
803,2
804,2
805,4
806,1
807,3
808,1
809,2
810,3
811,5
812,4
813,5
814,3
815,3
816,2
817,4
818,2
819,3
820,1
821,2
822,0
823,0
824,3
825,0
826,1
827,1
828,2
829,0
830,2
831,2
832,1
833,5
834,1
835,4
836,0
837,1
838,4
839,0
840,3
841,2
842,1
843,1
844,0
845,2
846,2
847,3
848,3
849,1
850,0
851,2
852,2
853,0
854,2
855,4
856,2
857,4
858,0
859,1
860,0
861,1
862,1
863,0
864,0
865,0
866,1
867,5
868,2
869,3
870,2
871,1
872,3
873,1
874,2
875,2
876,4
877,1
878,5
879,1
880,0
881,2
882,2
883,0
884,1
885,0
886,1
887,0
888,1
889,2
890,4
891,1
892,3
893,0
894,2
895,2
896,1
897,1
898,0
899,1
900,2
901,2
902,0
903,0
904,3
905,4
906,1
907,1
908,0
909,3
910,0
911,4
912,3
913,2
914,2
915,3
916,0
917,1
918,3
919,0
920,3
921,0
922,1
923,1
924,3
925,0
926,2
927,3
928,4
929,0
930,2
931,1
932,0
933,1
934,4
935,1
936,4
937,1
938,1
939,0
940,1
941,1
942,0
943,0
944,3
945,0
946,2
947,2
948,1
949,2
950,0
951,1
952,0
953,1
954,1
955,3
956,2
957,0
958,2
959,1
960,2
961,5
962,3
963,1
964,1
965,0
966,2
967,0
968,1
969,2
970,0
971,3
972,1
973,2
974,4
975,0
976,2
977,1
978,1
979,0
980,4
981,3
982,3
983,0
984,1
985,4
986,1
987,2
988,2
989,1
990,3
991,4
992,2
993,2
994,4
995,3
996,3
997,2
998,0
999,3
1000,3
1001,3
1002,0
1003,2
1004,1
1005,2
1006,0
1007,2
1008,2
1009,0
1010,2
1011,2
1012,3
1013,3
1014,0
1015,1
1016,3
1017,0
1018,4
1019,0
1020,1
1021,3
1022,0
1023,0
1024,1
1025,0
1026,2
1027,3
1028,2
1029,1
1030,3
1031,1
1032,0
1033,2
1034,1
1035,2
1036,2
1037,1
1038,0
1039,1
1040,2
1041,4
1042,3
1043,5
1044,1
1045,3
1046,4
1047,0
1048,0
1049,1
1050,2
1051,0
1052,3
1053,4
1054,0
1055,2
1056,3
1057,2
1058,2
1059,5
1060,2
1061,1
1062,5
1063,4
1064,3
1065,1
1066,0
1067,2
1068,2
1069,4
1070,1
1071,0
1072,3
1073,1
1074,1
1075,2
1076,0
1077,2
1078,3
1079,1
1080,1
1081,1
1082,1
1083,3
1084,2
1085,4
1086,4
1087,3
1088,3
1089,2
1090,1
1091,3
1092,2
1093,0
1094,2
1095,1
1096,3
1097,4
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,2
1105,0
1106,4
1107,0
1108,0
1109,0
1110,0
1111,3
1112,0
1113,3
1114,3
1115,1
1116,2
1117,4
1118,3
1119,2
1120,2
1121,0
1122,4
1123,3
1124,2
1125,1
1126,3
1127,1
1128,2
1129,4
1130,1
1131,1
1132,4
1133,1
1134,1
1135,2
1136,0
1137,1
1138,2
1139,3
1140,3
1141,0
1142,5
1143,0
1144,3
1145,2
1146,1
1147,4
1148,2
1149,2
1150,0
1151,0
1152,5
1153,3
1154,1
1155,5
1156,1
1157,1
1158,4
1159,1
1160,3
1161,4
1162,1
1163,2
1164,4
1165,2
1166,0
1167,2
1168,2
1169,3
1170,2
1171,3
1172,0
1173,4
1174,2
1175,3
1176,2
1177,2
1178,0
1179,1
1180,2
1181,0
1182,5
1183,3
1184,3
1185,2
1186,0
1187,5
1188,5
1189,1
1190,0
1191,5
1192,1
1193,2
1194,0
1195,2
1196,3
1197,1
1198,2
1199,4
1200,2
1201,3
1202,2
1203,4
1204,1
1205,1
1206,2
1207,1
1208,1
1209,4
1210,3
1211,1
1212,4
1213,4
1214,0
1215,2
1216,2
1217,3
1218,1
1219,4
1220,1
1221,5
1222,2
1223,4
1224,4
1225,2
1226,3
1227,1
1228,0
1229,0
1230,2
1231,0
1232,3
1233,3
1234,1
1235,1
1236,1
1237,1
1238,3
1239,4
1240,1
1241,2
1242,2
1243,1
1244,3
1245,1
1246,1
1247,3
1248,0
1249,2
1250,1
1251,2
1252,1
1253,1
1254,0
1255,3
1256,0
1257,1
1258,3
1259,1
1260,0
1261,0
1262,1
1263,1
1264,1
1265,4
1266,4
1267,3
1268,1
1269,1
1270,3
1271,3
1272,2
1273,2
1274,2
1275,1
1276,2
1277,3
1278,3
1279,3
1280,2
1281,1
1282,5
1283,5
1284,4
1285,1
1286,0
1287,0
1288,3
1289,2
1290,2
1291,0
1292,1
1293,1
1294,2
1295,0
1296,3
1297,1
1298,4
1299,3
1300,0
1301,1
1302,1
1303,2
1304,0
1305,1
1306,2
1307,0
1308,1
1309,4
1310,0
1311,2
1312,4
1313,0
1314,1
1315,4
1316,0
1317,1
1318,2
1319,0
1320,2
1321,0
1322,2
1323,2
1324,2
1325,0
1326,2
1327,0
1328,1
1329,4
1330,2
1331,0
1332,1
1333,1
1334,4
1335,0
1336,3
1337,3
1338,0
1339,2
1340,0
1341,0
1342,3
1343,3
1344,0
1345,0
1346,2
1347,2
1348,2
1349,1
1350,1
1351,1
1352,1
1353,1
1354,3
1355,2
1356,1
1357,0
1358,2
1359,4
1360,5
1361,0
1362,2
1363,2
1364,2
1365,5
1366,1
1367,0
1368,2
1369,1
1370,1
1371,3
1372,4
1373,1
1374,2
1375,0
1376,3
1377,0
1378,2
1379,2
1380,1
1381,1
1382,2
1383,1
1384,1
1385,3
1386,0
1387,2
1388,0
1389,1
1390,1
1391,3
1392,4
1393,2
1394,3
1395,3
1396,5
1397,3
1398,3
1399,1
1400,3
1401,2
1402,1
1403,1
1404,1
1405,2
1406,2
1407,0
1408,1
1409,2
1410,0
1411,3
1412,1
1413,2
1414,2
1415,2
1416,0
1417,5
1418,1
1419,3
1420,0
1421,1
1422,1
1423,0
1424,3
1425,0
1426,1
1427,0
1428,5
1429,2
1430,0
1431,1
1432,0
1433,0
1434,2
1435,1
1436,1
1437,4
1438,3
1439,5
1440,2
1441,1
1442,1
1443,1
1444,2
1445,5
1446,3
1447,0
1448,4
1449,0
1450,2
1451,3
1452,0
1453,0
1454,3
1455,3
1456,0
1457,4
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,3
1465,2
1466,2
1467,2
1468,3
1469,2
1470,0
1471,2
1472,0
1473,1
1474,1
1475,2
1476,1
1477,3
1478,1
1479,1
1480,2
1481,2
1482,0
1483,2
1484,2
1485,1
1486,1
1487,1
1488,1
1489,2
1490,1
1491,2
1492,1
1493,5
1494,3
1495,3
1496,3
1497,0
1498,1
1499,1
1500,0
1501,4
1502,2
1503,4
1504,2
1505,3
1506,3
1507,3
1508,1
1509,2
1510,2
1511,2
1512,1
1513,0
1514,3
1515,3
1516,0
1517,3
1518,2
1519,4
1520,1
1521,1
1522,1
1523,5
1524,0
1525,0
1526,0
1527,4
1528,3
1529,3
1530,3
1531,2
1532,1
1533,5
1534,3
1535,0
1536,0
1537,1
1538,0
1539,0
1540,0
1541,3
1542,3
1543,2
1544,0
1545,5
1546,1
1547,1
1548,0
1549,0
1550,2
1551,0
1552,1
1553,4
1554,4
1555,2
1556,2
1557,0
1558,3
1559,0
1560,1
1561,1
1562,1
1563,1
1564,4
1565,4
1566,2
1567,1
1568,0
1569,1
1570,1
1571,0
1572,2
1573,2
1574,2
1575,1
1576,1
1577,3
1578,1
1579,2
1580,5
1581,1
1582,4
1583,0
1584,3
1585,3
1586,2
1587,0
1588,2
1589,2
1590,1
1591,2
1592,1
1593,2
1594,1
1595,3
1596,1
1597,3
1598,2
1599,2
1600,2
1601,2
1602,0
1603,5
1604,2
1605,5
1606,2
1607,3
1608,1
1609,1
1610,3
1611,3
1612,1
1613,4
1614,2
1615,0
1616,0
1617,1
1618,3
1619,0
1620,3
1621,3
1622,2
1623,1
1624,4
1625,1
1626,0
1627,3
1628,3
1629,3
1630,0
1631,1
1632,4
1633,3
1634,2
1635,0
1636,2
1637,4
1638,5
1639,0
1640,3
1641,2
1642,4
1643,3
1644,1
1645,3
1646,0
1647,1
1648,3
1649,2
1650,2
1651,1
1652,5
1653,1
1654,3
1655,1
1656,2
1657,4
1658,1
1659,2
1660,4
1661,3
1662,0
1663,1
1664,0
1665,0
1666,0
1667,2
1668,1
1669,4
1670,1
1671,3
1672,4
1673,0
1674,1
1675,5
1676,1
1677,2
1678,1
1679,1
1680,0
1681,3
1682,4
1683,1
1684,0
1685,1
1686,2
1687,2
1688,2
1689,3
1690,3
1691,0
1692,0
1693,1
1694,3
1695,3
1696,3
1697,0
1698,3
1699,4
1700,0
1701,0
1702,4
1703,2
1704,5
1705,1
1706,2
1707,1
1708,4
1709,3
1710,1
1711,1
1712,4
1713,5
1714,2
1715,0
1716,4
1717,1
1718,2
1719,3
1720,0
1721,0
1722,2
1723,2
1724,2
1725,0
1726,5
1727,3
1728,2
1729,2
1730,2
1731,1
1732,2
1733,3
1734,0
1735,2
1736,3
1737,3
1738,3
1739,2
1740,3
1741,3
1742,1
1743,0
1744,2
1745,2
1746,0
1747,5
1748,1
1749,2
1750,3
1751,1
1752,3
1753,2
1754,2
1755,2
1756,4
1757,0
1758,0
1759,2
1760,1
1761,3
1762,1
1763,3
1764,5
1765,3
1766,0
1767,4
1768,0
1769,0
1770,2
1771,1
1772,1
1773,2
1774,5
1775,0
1776,4
1777,1
1778,1
1779,1
1780,4
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,5
1788,2
1789,1
1790,3
1791,1
1792,1
1793,2
1794,2
1795,2
1796,1
1797,3
1798,0
1799,1
1800,3
1801,2
1802,3
1803,2
1804,4
1805,1
1806,3
1807,2
1808,1
1809,4
1810,2
1811,2
1812,2
1813,1
1814,2
1815,1
1816,0
1817,3
1818,2
1819,1
1820,4
1821,2
1822,3
1823,0
1824,1
1825,0
1826,1
1827,2
1828,1
1829,1
1830,0
1831,0
1832,0
1833,0
1834,1
1835,0
1836,1
1837,1
1838,2
1839,1
1840,0
1841,2
1842,2
1843,2
1844,3
1845,4
1846,3
1847,0
1848,0
1849,2
1850,0
1851,1
1852,2
1853,4
1854,2
1855,1
1856,2
1857,5
1858,3
1859,1
1860,2
1861,1
1862,0
1863,3
1864,2
1865,4
1866,4
1867,2
1868,0
1869,0
1870,2
1871,1
1872,1
1873,0
1874,4
1875,3
1876,0
1877,0
1878,2
1879,1
1880,0
1881,0
1882,3
1883,3
1884,2
1885,1
1886,1
1887,2
1888,3
1889,1
1890,3
1891,0
1892,0
1893,2
1894,1
1895,1
1896,2
1897,1
1898,3
1899,0
1900,0
1901,0
1902,3
1903,3
1904,3
1905,1
1906,5
1907,2
1908,1
1909,2
1910,1
1911,2
1912,2
1913,2
1914,2
1915,5
1916,4
1917,1
1918,2
1919,0
1920,1
1921,1
1922,0
1923,1
1924,4
1925,1
1926,0
1927,2
1928,2
1929,2
1930,3
1931,4
1932,2
1933,3
1934,4
1935,4
1936,3
1937,1
1938,1
1939,2
1940,2
1941,3
1942,0
1943,4
1944,1
1945,3
1946,0
1947,0
1948,1
1949,3
1950,1
1951,1
1952,3
1953,0
1954,4
1955,0
1956,0
1957,2
1958,1
1959,3
1960,1
1961,4
1962,2
1963,4
1964,1
1965,0
1966,4
1967,1
1968,1
1969,2
1970,0
1971,3
1972,4
1973,0
1974,1
1975,1
1976,4
1977,2
1978,3
1979,2
1980,1
1981,4
1982,2
1983,5
1984,2
1985,2
1986,4
1987,0
1988,2
1989,1
1990,2
1991,2
1992,1
1993,3
1994,0
1995,5
1996,1
1997,1
1998,1
1999,1
2000,0
2001,1
2002,3
2003,3
2004,3
2005,0
2006,5
2007,2
2008,2
2009,1
2010,3
2011,4
2012,2
2013,1
2014,3
2015,2
2016,2
2017,0
2018,2
2019,5
2020,4
2021,3
2022,2
2023,3
2024,1
2025,1
2026,2
2027,0
2028,1
2029,0
2030,0
2031,0
2032,3
2033,3
2034,4
2035,3
2036,2
2037,1
2038,3
2039,2
2040,0
2041,1
2042,0
2043,3
2044,2
2045,3
2046,0
2047,4
2048,1
2049,0
2050,1
2051,1
2052,4
2053,4
2054,4
2055,5
2056,1
2057,2
2058,3
2059,3
2060,3
2061,1
2062,2
2063,2
2064,3
2065,1
2066,1
2067,3
2068,0
2069,2
2070,3
2071,2
2072,3
2073,3
2074,1
2075,3
2076,1
2077,1
2078,2
2079,1
2080,1
2081,0
2082,4
2083,4
2084,3
2085,3
2086,1
2087,2
2088,1
2089,1
2090,2
2091,1
2092,2
2093,0
2094,3
2095,3
2096,2
2097,0
2098,3
2099,3
2100,1
2101,0
2102,0
2103,2
2104,2
2105,1
2106,2
2107,0
2108,1
2109,3
2110,3
2111,4
2112,3
2113,2
2114,2
2115,1
2116,3
2117,0
2118,1
2119,3
2120,3
2121,1
2122,0
2123,2
2124,0
2125,4
2126,3
2127,0
2128,4
2129,2
2130,2
2131,0
2132,3
2133,1
2134,2
2135,1
2136,0
2137,1
2138,2
2139,1
2140,5
2141,3
2142,2
2143,0
2144,3
2145,1
2146,3
2147,2
2148,3
2149,5
2150,1
2151,5
2152,0
2153,1
2154,0
2155,2
2156,0
2157,2
2158,3
2159,1
2160,4
2161,1
2162,1
2163,2
2164,1
2165,4
2166,2
2167,1
2168,0
2169,4
2170,0
2171,3
2172,2
2173,3
2174,1
2175,2
2176,3
2177,2
2178,0
2179,3
2180,1
2181,2
2182,0
2183,1
2184,0
2185,0
2186,1
2187,1
2188,1
2189,0
2190,0
2191,0
2192,4
2193,3
2194,4
2195,3
2196,3
2197,2
2198,1
2199,3
2200,4
2201,0
2202,4
2203,1
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,0
2211,3
2212,1
2213,0
2214,3
2215,0
2216,0
2217,1
2218,0
2219,1
2220,1
2221,1
2222,2
2223,0
2224,1
2225,3
2226,2
2227,1
2228,1
2229,0
2230,0
2231,2
2232,3
2233,2
2234,1
2235,0
2236,1
2237,3
2238,2
2239,3
2240,4
2241,1
2242,5
2243,1
2244,4
2245,0
2246,0
2247,3
2248,5
2249,3
2250,0
2251,2
2252,4
2253,1
2254,2
2255,1
2256,3
2257,1
2258,5
2259,0
2260,1
2261,4
2262,0
2263,2
2264,1
2265,4
2266,1
2267,2
2268,3
2269,5
2270,2
2271,1
2272,4
2273,0
2274,0
2275,1
2276,4
2277,3
2278,5
2279,0
2280,5
2281,0
2282,0
2283,4
2284,0
2285,1
2286,1
2287,0
2288,1
2289,4
2290,2
2291,2
2292,3
2293,0
2294,1
2295,5
2296,1
2297,4
2298,2
2299,1
2300,2
2301,1
2302,5
2303,2
2304,1
2305,1
2306,2
2307,0
2308,2
2309,3
2310,3
2311,1
2312,1
2313,1
2314,3
2315,0
2316,0
2317,0
2318,1
2319,2
2320,0
2321,3
2322,0
2323,1
2324,2
2325,1
2326,1
2327,2
2328,4
2329,1
2330,0
2331,1
2332,0
2333,1
2334,3
2335,1
2336,0
2337,0
2338,0
2339,2
2340,3
2341,4
2342,1
2343,0
2344,1
2345,0
2346,1
2347,2
2348,0
2349,3
2350,0
2351,2
2352,2
2353,1
2354,3
2355,3
2356,1
2357,0
2358,0
2359,0
2360,2
2361,1
2362,1
2363,2
2364,0
2365,0
2366,3
2367,1
2368,2
2369,0
2370,3
2371,2
2372,4
2373,2
2374,2
2375,1
2376,2
2377,4
2378,3
2379,3
2380,2
2381,0
2382,3
2383,2
2384,4
2385,2
2386,0
2387,2
2388,4
2389,0
2390,1
2391,4
2392,3
2393,1
2394,0
2395,0
2396,2
2397,0
2398,1
2399,2
2400,2
2401,3
2402,3
2403,3
2404,0
2405,3
2406,1
2407,3
2408,3
2409,1
2410,0
2411,3
2412,2
2413,0
2414,3
2415,0
2416,4
2417,0
2418,3
2419,2
2420,4
2421,3
2422,0
2423,0
2424,1
2425,1
2426,3
2427,4
2428,2
2429,3
2430,2
2431,1
2432,0
2433,3
2434,3
2435,2
2436,1
2437,2
2438,3
2439,3
2440,0
2441,0
2442,0
2443,5
2444,1
2445,1
2446,3
2447,4
2448,1
2449,2
2450,2
2451,2
2452,1
2453,0
2454,2
2455,1
2456,2
2457,1
2458,0
2459,2
2460,0
2461,0
2462,2
2463,3
2464,4
2465,0
2466,4
2467,1
2468,4
2469,2
2470,1
2471,1
2472,2
2473,3
2474,1
2475,1
2476,1
2477,0
2478,1
2479,2
2480,3
2481,2
2482,2
2483,5
2484,0
2485,0
2486,1
2487,1
2488,2
2489,3
2490,2
2491,0
2492,1
2493,1
2494,3
2495,0
2496,3
2497,4
2498,1
2499,2
2500,1
2501,3
2502,2
2503,0
2504,0
2505,1
2506,1
2507,4
2508,1
2509,4
2510,3
2511,0
2512,1
2513,0
2514,2
2515,4
2516,3
2517,4
2518,4
2519,1
2520,3
2521,2
2522,2
2523,3
2524,3
2525,0
2526,5
2527,0
2528,0
2529,1
2530,2
2531,3
2532,0
2533,3
2534,4
2535,2
2536,0
2537,0
2538,2
2539,0
2540,3
2541,1
2542,3
2543,2
2544,1
2545,2
2546,2
2547,4
2548,3
2549,1
2550,1
2551,1
2552,3
2553,3
2554,2
2555,1
2556,0
2557,1
2558,1
2559,1
2560,0
2561,0
2562,2
2563,2
2564,2
2565,0
2566,1
2567,3
2568,1
2569,1
2570,3
2571,2
2572,0
2573,1
2574,0
2575,2
2576,5
2577,1
2578,3
2579,0
2580,5
2581,5
2582,1
2583,2
2584,1
2585,2
2586,2
2587,0
2588,5
2589,1
2590,3
2591,1
2592,3
2593,1
2594,4
2595,0
2596,1
2597,0
2598,1
2599,1
2600,3
2601,1
2602,0
2603,3
2604,1
2605,0
2606,2
2607,3
2608,4
2609,2
2610,3
2611,1
2612,2
2613,2
2614,0
2615,1
2616,0
2617,3
2618,0
2619,3
2620,2
2621,0
2622,2
2623,3
2624,5
2625,2
2626,3
2627,4
2628,3
2629,3
2630,2
2631,1
2632,2
2633,4
2634,0
2635,0
2636,2
2637,1
2638,4
2639,5
2640,2
2641,1
2642,1
2643,2
2644,1
2645,0
2646,0
2647,2
2648,1
2649,0
2650,1
2651,3
2652,2
2653,1
2654,3
2655,4
2656,3
2657,2
2658,1
2659,3
2660,1
2661,1
2662,0
2663,2
2664,1
2665,0
2666,1
2667,2
2668,3
2669,3
2670,1
2671,0
2672,2
2673,3
2674,0
2675,0
2676,1
2677,2
2678,3
2679,2
2680,0
2681,3
2682,4
2683,3
2684,0
2685,0
2686,1
2687,2
2688,0
2689,2
2690,1
2691,3
2692,2
2693,0
2694,2
2695,0
2696,1
2697,0
2698,2
2699,0
2700,2
2701,0
2702,2
2703,2
2704,1
2705,0
2706,2
2707,0
2708,2
2709,1
2710,2
2711,4
2712,1
2713,0
2714,2
2715,0
2716,2
2717,1
2718,1
2719,3
2720,1
2721,1
2722,2
2723,1
2724,2
2725,2
2726,3
2727,3
2728,0
2729,1
2730,4
2731,2
2732,3
2733,2
2734,3
2735,1
2736,0
2737,3
2738,1
2739,0
2740,0
2741,0
2742,1
2743,5
2744,2
2745,0
2746,2
2747,4
2748,3
2749,2
2750,1
2751,1
2752,3
2753,2
2754,1
2755,1
2756,2
2757,0
2758,3
2759,3
2760,0
2761,2
2762,2
2763,3
2764,1
2765,0
2766,0
2767,0
2768,2
2769,0
2770,3
2771,1
2772,0
2773,3
2774,0
2775,2
2776,1
2777,3
2778,1
2779,1
2780,0
2781,3
2782,1
2783,1
2784,1
2785,2
2786,0
2787,0
2788,2
2789,2
2790,1
2791,3
2792,3
2793,1
2794,2
2795,0
2796,1
2797,2
2798,0
2799,0
2800,2
2801,1
2802,0
2803,2
2804,0
2805,5
2806,0
2807,1
2808,1
2809,1
2810,2
2811,3
2812,2
2813,0
2814,1
2815,2
2816,3
2817,0
2818,1
2819,0
2820,3
2821,2
2822,4
2823,4
2824,2
2825,3
2826,4
2827,3
2828,0
2829,2
2830,4
2831,5
2832,1
2833,3
2834,1
2835,3
2836,0
2837,0
2838,5
2839,1
2840,3
2841,1
2842,3
2843,1
2844,2
2845,2
2846,3
2847,0
2848,3
2849,0
2850,2
2851,2
2852,2
2853,2
2854,1
2855,3
2856,1
2857,1
2858,1
2859,5
2860,1
2861,0
2862,2
2863,1
2864,2
2865,0
2866,2
2867,1
2868,1
2869,1
2870,0
2871,1
2872,2
2873,3
2874,1
2875,0
2876,1
2877,1
2878,1
2879,2
2880,2
2881,1
2882,1
2883,4
2884,0
2885,1
2886,2
2887,1
2888,2
2889,3
2890,0
2891,4
2892,3
2893,3
2894,0
2895,3
2896,3
2897,0
2898,3
2899,3
2900,0
2901,1
2902,4
2903,1
2904,0
2905,2
2906,2
2907,0
2908,2
2909,1
2910,2
2911,1
2912,0
2913,0
2914,3
2915,0
2916,5
2917,1
2918,2
2919,4
2920,1
2921,3
2922,1
2923,2
2924,3
2925,5
2926,4
2927,1
2928,4
2929,0
2930,2
2931,3
2932,0
2933,5
2934,2
2935,3
2936,3
2937,0
2938,1
2939,2
2940,3
2941,0
2942,2
2943,2
2944,1
2945,0
2946,1
2947,4
2948,1
2949,3
2950,3
2951,0
2952,0
2953,2
2954,1
2955,4
2956,3
2957,1
2958,1
2959,2
2960,2
2961,3
2962,3
2963,2
2964,3
2965,5
2966,2
2967,3
2968,5
2969,2
2970,4
2971,1
2972,4
2973,3
2974,3
2975,1
2976,2
2977,1
2978,1
2979,1
2980,4
2981,2
2982,1
2983,2
2984,4
2985,5
2986,5
2987,4
2988,4
2989,2
2990,1
2991,2
2992,1
2993,1
